date,city,cargo on y/n,cargo off y/n,packages on #,packages off #,goods-on name,goods-off name,
1886-12-27,Kut,1,1,,,5 tons coal,86 packages,
1886-12-28,Amara,0,1,,,,64 packages,
1886-12-29,Qurnah,0,1,,,,16 packages,
1886-12-29,Basra,1,0,,,coal,,
1886-12-30,Amara,1,0,,,coal,,
1887-01-01,Kut,0,1,,,,33 packages,
1887-01-10,Kut,0,1,,,,42 packages,
1887-01-10,Amara,0,1,,,,82 packages,
1887-01-11,Qurnah,0,1,,,,11 packages,
1887-01-11,Basra,1,0,,,"50 tons coal, coffin",,
1887-01-14,Kut,0,1,,,,3 bales,
1887-01-24,Kut,0,1,,,,88 packages,
1887-01-24,Amara,0,1,,,,50 packages,
1887-01-25,Qurnah,0,1,,,,12 packages,
1887-01-25,Basra,1,0,,,"600 bags grain, 405 bags wheat",,
1887-01-27,Amara,1,0,,,10 tons coal,,
1887-01-29,Kut,1,1,,,5 tons coal,6 packages,
1887-01-31,Baghdad,1,0,,,wool,,
1887-02-07,Kut,0,1,,,,26 packages,
1887-02-07,Amara,0,1,,,,35 packages,
1887-02-08,Qurnah,0,1,,,,7 packages,
1887-02-10,Qurnah,1,0,,,hides,,
1887-02-10,Amara,1,0,,,565 bags rice and wheat,,
1887-02-22,Kut,0,1,,,,50 packages,
1887-02-23,Amara,0,1,,,,56 packages,
1887-02-23,Basra,1,0,,,coal,,
1887-02-25,Amara,0,1,,,,"100 bags barley, 5 packages",
1887-02-27,Kut,1,0,,,coal,,
1887-03-07,Kut,0,1,,,,40 packages,
1887-03-07,Ali Gharbi,0,1,,,,"2 bales, 2 packages",
1887-03-07,Amara,0,1,,,,68 packages,
1887-03-11,Amara,1,0,,,8 tons coal,,
1887-03-11,Ali Gharbi,1,0,,,sheep skins,,
1887-03-11,Kut,1,0,,,coal,,
1887-03-21,Kut,0,1,,,,36 packages,
1887-03-21,Amara,0,1,,,,47 packages,
1887-03-24,?,1,0,,,hides,,
1887-03-24,Amara,1,0,,,7 horses,,
1887-03-25,Kut,1,0,,,coal,,
1887-04-03,Kut,1,1,,42,barge in tow,42,
1887-04-04,Amara,0,1,,,,"56 packages, barge",
1887-04-04,Qurna,0,1,,7,,7,
1887-04-08,Kalat Salih,0,1,,,,2 bags,
1887-04-08,Amara,1,0,,,coal,,
1887-04-09,Ali Gharbi,0,1,,11,,11,
1887-04-09,Kut,1,0,,,coal,,
1887-04-16,Baghdad,0,0,,,,,cargo up to No 12
1887-04-17,Kut,0,1,,10,,10,
1887-04-18,Amara,1,1,,4,coal; barge,4,
1887-04-19,Kalat Salih,0,1,,,,barge,barge to come to Basra by itself
1887-04-19,Qurna,0,1,,1,,1,
1887-04-19,Maghil,0,1,,,,letters,"for Mrs Clarke, ""Comet"""
1887-04-20,Basra,1,0,680,,680,,"packages of ""Henry Bulkow"""
1887-04-21,Amara,1,0,,,56 bags rice,,
1887-05-01,Kut,0,1,,37,,37,
1887-05-02,Amara,0,1,,31,,31,
1887-05-02,Qurna,1,1,,16,barge,16,
1887-05-03,Basra,0,0,,,,,"cargo of ""Assyria,"" Baghdadi,"" ""King Arthur"""
1887-05-04,Amara,1,0,,,"171 bales wool, 400 bags rice, dates etc",,
1887-05-05,Ali Gharbi,0,1,,7,,7,
1887-05-06,Nemlah,1,0,,,pig,,"small tame English pig belongs to Mr Andrews, fell overboard ""Khalifah"""
1887-05-12,Baghdad,1,0,,,wool,,
1887-05-13,Kut,0,1,,18,,18,
1887-05-14,Amara,0,1,,39,,39,
1887-05-14,Basra,1,0,,,coal,,
1887-05-15,Basra,1,0,1200,,1200,,"cargo from ""Sattara,"" ""Arabia"""
1887-05-16,Basra,1,0,1300,,1300,,"rest of ""Arabia"" cargo"
1887-05-16,Maghil,0,1,,,,empty barge,
1887-05-17,Amara,1,0,,,358 bales wool,,
1887-05-19,Kut,1,0,,,"coal, horse",,horse of Myers
1887-05-20,Ctesiphon near Hudeitha,1,0,,,large piece of wood,,"from Hasan Efendi, divided btw JMS, Capt Cowley"
1887-05-21,Cherd al-Pasha,0,1,,,,mare,of MR Myers
1887-05-25,Baghdad,1,1,,,wool,wool,
1887-05-26,Baghdad,1,0,,,wool,,wool through
1887-05-27,Kut,0,1,,25,,25,
1887-05-28,Sheikh Saad,0,1,,24,,24,
1887-05-28,Ali Gharbi,0,1,,25,,25,
1887-05-28,Amara,0,1,,47,,47,
1887-05-29,Qurna,0,1,,,,"54 bales tobacco, other",
1887-06-01,Ali Gharbi,1,0,,,98 bales wool,,
1887-06-01,Kut,1,0,,,209 bales wool,,
1887-06-07,Baghdad,0,1,,,,wool,discharging at Masbagha beach
1887-06-09,Baghdad,1,0,,,418 bales wool,,wool for Europe
1887-06-10,Kut,0,1,,24,,24,
1887-06-11,Amara,0,1,,65,,65,
1887-06-12,Qurna,0,1,,15,,15,
1887-06-13,Maghil,0,1,,,,empty barge,
1887-06-13,Qurna,1,0,,,"90 bales wool, some hides",,
1887-06-14,Hureiba,1,0,,,305 bales wool,,taken from 2 boats for Amara at request of shippers in Amara
1887-06-15,Ali Gharbi,1,0,,,122 bales wool,,
1887-06-25,Kut,1,1,,12,100 cases ghee,12,ghee for Basra
1887-06-25,Amara,0,1,,14,,14,
1887-06-27,Basra,0,0,,,,,Malek's cargo
1887-06-29,Qurna,1,0,,,59 bales wool,,
1887-06-30,Amara,0,1,,20,,20,
1887-07-01,Kut,1,0,,,147 bales wool,,
1887-07-07,Baghdad,1,0,,,1000 bales wool,,
1887-07-08,Kut,0,1,,25,,25,
1887-07-09,Sheikh Saad,0,1,,11,,11,
1887-07-09,Amara,0,1,,77,,77,
1887-07-10,Qurna,0,1,,,,8 bales,
1887-07-11,Basra,0,0,,,,,Invertay cargo
1887-07-12,Maghil,0,1,,,,barge,
1887-07-12,Qurna,1,0,,,40 bales wool,,
1887-07-13,btw Abu Sidra + Amara - boat,1,0,,,"104 bales wool, boat in tow",,
1887-07-13,Amara,1,0,,,12 packages wool and skins,,
1887-07-21,Baghdad,1,0,,,"900 bales wool, lots other cargo",,
1887-07-23,Kut,0,1,,46,,46,
1887-07-23,Ali Gharbi,0,1,,9,,9,
1887-07-23,Amara,0,1,,61,,61,
1887-07-24,Qurna,0,1,,9,,9,
1887-07-26,Qurna,1,0,,,68 bales wool,,
1887-07-28,Kut,1,0,,,"wool, hides",,
1887-08-03,Baghdad,1,0,,,1000 bales wool,,
1887-08-05,Baghdad,1,0,,,"1027 bales wool, other cargo",,
1887-08-06,Kut,0,1,,,,50 cans ghee,65
1887-08-06,Ali Gharbi,0,1,,8,,8,
1887-08-07,Amara,0,1,,110,,110,
1887-08-07,Qurna,0,1,,19,,19,
1887-08-08,Basra,0,0,,,,,"cargo of ""Pachumba,"" ""Calder"""
1887-08-10,Kut,0,1,,,,bundles coir rope,
1887-08-18,Baghdad,1,0,,,"800 bales wool, lots cargo",,cargo for the river
1887-08-20,Kut,1,1,,50,100 tins ghee,50,ghee for Basra
1887-08-20,Ali Gharbi,0,1,,18,,18,
1887-08-21,Amara,0,1,,63,,63,
1887-08-21,Qurna,0,1,,8,,8,
1887-08-22,Basra,0,0,,,,,"cargo of ""Bussorah,"" ""Pemba,"" ""Java 480"
1887-08-23,Amara,1,0,,,coal,,
1887-08-24,Ali Gharbi,0,1,,,,dates,landed w passenger
1887-08-24,Sheikh Saad,0,1,,4,,4,packages from down trip
1887-08-24,Kut,1,0,,,"ghee, hides",,
1887-09-03,Kut,0,1,,7,,7,
1887-09-03,Amara,0,1,,50,,50,
1887-09-04,Azair,0,1,,,,197 empty paraffin cases for ghee,
1887-09-04,Basra,1,0,,,coal,,
1887-09-07,Basra,0,0,,,,,"cargo of ""Arabia"""
1887-09-08,Amara,1,0,,,"coal, few packages",,
1887-09-09,Ali Gharbi,0,1,,16,,16,
1887-09-09,Kut,1,0,,,coal ,,
1887-09-15,Baghdad,1,0,,,"400 bales wool, cargo for the river",,cargo to No 65
1887-09-16,Baghdad,1,0,,,170 okkas passenger luggage,,
1887-09-16,Azizieh,0,1,,,,1 bundle,
1887-09-17,Bghayla,0,1,,,,3 bundles gunnysacks,shipped by Abdulghany Khudayri
1887-09-17,Kut,0,1,,35,,35,
1887-09-17,Sheikh Saad,0,1,,,,4 bales,
1887-09-18,Ali Gharbi,0,1,,4,,4,
1887-09-18,Amara,0,1,,85,,85,
1887-09-19,Qurna,0,1,,32,,32,
1887-09-20,Basra,0,0,,,,,"cargo of ""Henry Bulkow,"" ""Sattara"""
1887-09-21,Amara,1,0,,,hides,,
1887-09-22,Sheikh Saad,1,0,,,"hides, ghee",,
1887-09-22,Kut,1,0,,,coal,,
1887-09-30,Baghdad,1,0,,,5130 okkas watermelon and pomegranate,,
1887-10-01,Kut,0,1,,11,,11,
1887-10-01,Sheikh Saad,0,1,,8,,8,
1887-10-01,Ali Gharbi,0,1,,5,,5,
1887-10-02,Amara,0,1,,55,,55,
1887-10-02,Qurna,0,1,,18,,18,
1887-10-05,Amara,1,0,,,"coal, 50 bags wheat",,
1887-10-06,Kut,1,0,,,4 tons coal,,
1887-10-15,Kut,0,1,,23,,23,
1887-10-15,Sheikh Saad,0,1,,6,,6,
1887-10-16,Ali Gharbi,0,1,,,,1 bale,
1887-10-16,Amara,0,1,,26,,26,
1887-10-17,Qurna,0,1,,56,,56,
1887-10-18,Basra,0,0,,,,,"cargo of Purulia, Malek"
1887-10-19,Amara,0,1,,,,1 bale,
1887-10-20,Kut,1,0,,,coal,,
1887-10-27,Baghdad,1,0,,,"500 cases gum, 180 bales wool",,"gum for London, mostly Jewish shippers; 27 shipping receipts for through cargo, 65 bills of lading"
1887-10-29,Kut,0,1,,35,,35,
1887-10-30,Amara,1,1,,89,coal,89,
1887-10-30,Qurna,0,1,,49,,49,
1887-10-30,Basra,1,0,,,coal,,
1887-11-01,Basra,1,0,,,600 cases paraffin,,
1887-11-02,Amara,1,0,,,"50 bags rice, coal, 2 dead bodies",,
1887-11-03,Sheikh Saad,0,1,,3,,3,cargo of down trip
1887-11-03,Kut,1,0,,,coal,,
1887-11-04,Kharmansh (upper part of Ledj) [E&T Co Launch],0,1,,,,"letters for Taylor, Alfred Holland, Butterworth",
1887-11-09,Baghdad,1,0,,,300 bales wool,,
1887-11-10,Baghdad,1,0,,,"gum, 350 bales wool",,
1887-11-12,Kut,0,1,,20,,20,
1887-11-13,Ali Gharbi,0,1,,4,,4,
1887-11-13,Amara,1,1,,135,fresh dead body,135,
1887-11-14,Qurna,0,1,,16,,16,
1887-11-14,Maghil,0,1,,,,dead body,to be buried at Zubayr
1887-11-16,Amara,1,1,,,"192 bags rice, wheat, some hides",3 bales hair,
1887-11-23,Baghdad,0,0,,,,,cargo up to No 70
1887-12-09,Baghdad,1,0,,,"122,866 okkas",,
1887-12-09,Azizieh,1,0,,,70 bags sesame,,sesame of Mataz Iskander for Alexandria
1887-12-10,Kut,0,1,,77,,77,
1887-12-11,Ali Gharbi,0,1,,8,,8,
1887-12-11,Amara,1,1,,105,coal,105,
1887-12-11,Kalat Salih,0,1,,,,5 bales,
1887-12-12,Qurna,0,1,,30,,30,
1887-12-12,Maghil,0,1,,,,stores,
1887-12-13,Basra,1,0,,,coal,,
1887-12-14,Basra,1,0,,,Blosse Lynch in tow,,
1887-12-14,Maghil,0,1,,,,Blosse Lynch,
1887-12-15,Kalat Salih,1,0,,,"25 bags rice, 90 buffalo hides",,
1887-12-15,Amara,1,0,,,150 bags rice,,
1887-12-16,Kut,1,0,,,coal,,
1887-12-22,Baghdad,1,0,,,"wool, gums, sesame",,
1887-12-23,Azizieh,1,0,,,783 bags sesame,,sesame of Yaqub Zelkha (Jewish passenger free) - for Basra
1887-12-24,Kut,0,1,,77,,77,
1887-12-24,Ali Gharbi,0,1,,,,2 bales,
1887-12-25,Amara,0,1,,87,,87,
1887-12-25,Kalat Salih,0,1,,7,,7,
1887-12-26,Qurna,0,1,,89,,89,
1887-12-28,Qurna,1,0,,,"40 bags rice, dates",,
1887-12-28,Kalat Salih,1,0,,,"116 bags rice, hides",,
1887-12-28,Amara,1,0,,,"rice, 200 mats (reed mats)",,
1887-12-29,Kut,1,1,,,"ghee, hides","27, 200 mats",
1888-01-05,Baghdad,1,0,,,gum,,cargo up to No 72; 24 receipts for through shipment
1888-01-07,Baghdad,1,0,,,more cargo,,
1888-01-09,Kut,0,1,,103,,103,
1888-01-10,Sheikh Saad,1,1,,19,298 bags sesame,19,sesame of Abdulrahman for Abdullah Shaiby at Basra
1888-01-10,Amara,0,1,,99,,99,
1888-01-11,Kalat Salih,0,1,,12,,12,
1888-01-11,Qurna,0,1,,74,,74,
1888-01-13,Basra,0,0,,,,,"cargo of Purulia, Kilwa, Henry Bulkow"
1888-01-14,Maghil,0,1,,,,barge,
1888-01-15,Amara,1,1,,2,coal,2,
1888-01-15,Ali Gharbi,0,1,,3,,3,packages of down trip
1888-01-16,Kut,1,0,,,6 tons coal,,
1888-01-18,Baghdad,0,1,,3350,,3350,Lynch had to employ extra coolies
1888-01-21,Kut,0,1,,27,,27,
1888-01-21,Sheikh Saad,0,1,,4,,4,
1888-01-21,Ali Gharbi,0,1,,8,,8,
1888-01-21,Amara,0,1,,74,,74,
1888-01-22,Kalat Salih,0,1,,3,,3,
1888-01-22,Qurna,0,1,,9,,9,
1888-01-22,Maghil,0,1,,,,provisions,for those working on Khalifah
1888-01-24,Basra,0,0,,,,,"cargo of Bussorah, Arabia"
1888-01-26,Amara,1,0,,,68 bags rice; passenger luggage 462 okkas,,
1888-01-27,Kut,0,1,,,,68 bags rice,
1888-02-01,Baghdad,1,0,,,dates in skins,,1st time for dates this year bc export was prohibited
1888-02-04,Kut,1,1,,51,275 bags sesame,51,sesame for Basra
1888-02-05,Amara,0,1,,70,,70,
1888-02-06,Qurna,0,1,,5,,5,
1888-02-08,Basra,0,0,,,,,"cargo of Pemba, Assyria"
1888-02-09,Maghil,0,1,,,,empty barge,
1888-02-09,Kalat Salih,0,1,,14,,14,
1888-02-10,Amara,1,1,,,"98 bales wool, 133 buffalo hides, 234 bags rice",2 bales,
1888-02-11,Kut,1,0,,,"30 bundles hides, 5 bales carpets",,
1888-02-16,Baghdad,1,0,,,900 pieces of dates and dry fruit,,for Indian merchant Leddah
1888-02-18,Kut,0,1,,29,,29,
1888-02-18,Ali Gharbi,0,1,,,,1 bale,
1888-02-18,Amara,1,1,,47,"48 cases ghee, 44 bales cora? Hides",47,
1888-02-19,Qurna,0,1,,,,"23, luggage of those from Amara",
1888-02-20,Basra,0,0,,,,,cargo of Malek
1888-02-21,Basra,0,0,,,,,some cargo of Purulia
1888-02-22,Amara,1,0,,,164 bags rice,,
1888-03-01,Baghdad,1,0,,,"20 cases gum, 8 bales carpets, river cargo",,river cargo up to No 50
1888-03-02,Kut,0,1,,13,,13,
1888-03-03,Ali Gharbi,0,1,,6,,6,
1888-03-03,Amara,0,1,,57,,57,
1888-03-04,Qurna,0,1,,29,,29,
1888-03-05,Basra,0,0,,,,,"cargo of Henry Bulkow, Sattara"
1888-03-06,Maghil,0,1,,,,empty barge,
1888-03-07,Amara,1,0,,,"661 bags rice, some buffalo hides - total 51,367 okkas",,
1888-03-08,Kut,1,0,,,278 bags wheat,,
1888-03-16,Kut,0,1,,19,,19,
1888-03-19,Basra,1,0,,,"stores and kit of repairmen from Khalifah, BL",,
1888-03-21,Amara,1,0,,,hides,,
1888-03-22,Kut,1,0,,,"skins, copperware",,
1888-03-29,Baghdad,1,0,,,31 bales wool,,"cargo up to No 40, v little through"
1888-03-31,Baghdad,0,0,,,,,four more 'numbers'
1888-04-02,Kut,0,1,,23,,23,
1888-04-02,Ali Gharbi,0,1,,,,1 bundle,
1888-04-03,Amara,0,1,,32,,32,
1888-04-03,Qurna,0,1,,32,,32,
1888-04-05,Amara,0,1,,12,,12,
1888-04-13,Kut,1,1,,55,42 cases ghee,55,ghee for Bombay
1888-04-14,Ali Gharbi,0,1,,13,,13,
1888-04-14,Amara,0,1,,100,,100,
1888-04-15,Qurna,0,1,,10,,10,
1888-04-16,Basra,1,0,,,250 bags rice,,"rice of Georgi Davargika, some passengers"
1888-04-18,Amara,1,0,,,90 bags rice,,
1888-04-19,Kut,0,1,,,,25 cases paraffin,
1888-04-28,Baghdad,1,0,,,19 horses,,
1888-05-02,Basra,0,0,,,,,"cargo of Commilla, Henry Bulkow, Baghdadi"
1888-05-03,Amara,0,1,,81,,81,through cargo from Bombay by Henry Bulkow
1888-05-05,Kut,1,0,,,96 bales wool,,
1888-05-10,Baghdad,0,0,,,,,cargo to No 58
1888-05-13,Kut,0,1,,38,,38,
1888-05-13,Amara,0,1,,56,,56,
1888-05-14,Qurna,0,1,,17,,17,
1888-05-15,Basra,1,0,,,902 packages; 25 bales gunnysacks; 50 tons coal,,cargo of Kilwa
1888-05-16,Qurna,1,0,,,"146 bales wool, 115 hides",,
1888-05-16,Amara,1,0,,,"165 bales wool, 210 bags rice",,
1888-05-17,Ali Gharbi,1,1,,7,178 bales wool,7,goods-off of down trip; goods-on wool of 7 people
1888-05-18,Kut,1,0,,,32 bales wool,,
1888-05-22,Baghdad,0,1,,,,wool,discharging at Masbagha
1888-05-25,Kut,1,1,,37,one mare,37,
1888-05-26,Amara,0,1,,,,"71 packages, one mare",
1888-05-26,Qurna,0,1,,19,,19,
1888-05-28,Basra,0,0,,,,,cargo of Arabia
1888-05-28,Qurna,1,0,,,"121 bales wool, 200 buffalo hides",,
1888-05-29,Kalat Salih,0,1,,,,3 bales,
1888-05-29,Amara,1,0,,,"201 bales wool, 174 bags rice, 14 hides, 50 jawy planks",,
1888-05-30,Ali Gharbi,1,1,,11,29 bales wool; 38 okkas ghee (personal),11,
1888-05-31,Kut,1,0,,,104 bales wool,,
1888-06-07,Baghdad,1,0,,,"574 bales wool, other cargo",,
1888-06-08,Kut,1,1,,12,39 cases ghee,12,ghee for Basra
1888-06-09,Ali Gharbi,0,1,,9,,9,
1888-06-09,Amara,0,1,,80,,80,
1888-06-10,Qurna,0,1,,,,1 bale,
1888-06-11,Basra,0,0,,,,,cargo of Malek
1888-06-12,Basra,0,0,,,,,cargo of Kilwa
1888-06-12,Qurna,1,0,,,"36 bales wool, hides",,
1888-06-13,Amara,1,1,,,"237 bales wool, 111 tins ghee",3 bales piece goods,piece goods through from England
1888-06-14,Ali Gharbi,1,0,,,163 bales wool,,
1888-06-14,Sheikh Saad,0,1,,6,,6,
1888-06-14,Kut,1,0,,,"ghee, hides",,
1888-06-21,Baghdad,1,0,,,"420 bales wool, other cargo",,
1888-06-22,Kut,0,1,,13,,13,
1888-06-23,Amara,1,1,,32,6 dubbes ghee,32,ghee for Bombay
1888-06-24,Basra,1,0,,,coal,,
1888-06-26,Maghil,0,1,,,,barge,
1888-06-27,Qurna,1,0,,,25 bales wool,,
1888-06-27,Amara,1,1,,96,bags of rice,96,goods-off through from Bombay
1888-06-28,Ali Gharbi,1,0,,,118 bales wool,,
1888-06-29,Kut,1,1,,,69 bales wool,30 bags coffee,
1888-07-05,Baghdad,1,0,,,684 bales wool,,cargo up to NO 85
1888-07-06,Kut,0,1,,32,,32,
1888-07-07,Ali Gharbi,0,1,,19,,19,
1888-07-07,Amara,0,1,,78,,78,
1888-07-08,Qurna,0,1,,13,,13,
1888-07-10,Qurna,1,0,,,432 bales wool,,
1888-07-10,Amara,1,1,,,"48 bales wool, 38 jawy planks; one mare, 2 greyhounds",3 bales,mare and greyhounds of Namik Bey
1888-07-11,Ali Gharbi,0,1,,,,bundle money,
1888-07-12,Kut,1,0,,,24 skins ghee,,
1888-07-19,Baghdad,1,0,,,"1015 bales wool, other cargo",,
1888-07-20,Kut,1,1,,13,100 cases ghee,13,ghee for Bombay
1888-07-21,Ali Gharbi,0,1,,,,1 bale,
1888-07-21,Amara,0,1,,52,,52,
1888-07-23,Basra,0,0,,,,,"cargo of Kilwa, King Arthur"
1888-07-24,Maghil,0,1,,,,barge,
1888-07-24,Qurna,0,1,,3,,3,
1888-07-25,Amara,1,1,,103,"30 bags rice, 7 bales wool, fresh corpse",103,goods-off through from Bombay
1888-07-26,Kut,0,1,,,,baskets of grapes,
1888-07-27,Ctesiphon ,0,1,,,,dead body,
1888-08-02,Baghdad,1,0,,,702 bales wool,,wool mostly for Darby Andrews; cargo up to No 54
1888-08-04,Kut,0,1,,66,,66,
1888-08-04,Sheikh Saad,0,1,,7,,7,
1888-08-04,Ali Gharbi,0,1,,12,,12,
1888-08-05,Amara,1,1,,64,104 cases ghee,64,ghee for Bombay
1888-08-05,Qurna,0,1,,17,,17,
1888-08-06,Basra,0,0,,,,,"cargo of Purulia, Henry Bulkow"
1888-08-07,Basra,0,0,,,,,cargo of Gorgi
1888-08-08,Amara,1,1,,,"7 bales wool, hides",8 bales through cargo,
1888-08-09,Kut,1,1,,8,5 bales twist,8,
1888-08-10,Gherara,1,0,,,"2 of Comet's boats, 30 logs of Nabuk/Mulberry",,stuff for the Residency
1888-08-18,Kut,1,1,,64,175 cases ghee,64,ghee for Basra of Seyyid Hamudi
1888-08-19,Amara,0,1,,83,,83,
1888-08-19,Qurna,0,1,,10,,10,
1888-08-21,Basra,0,0,,,,,"cargo of Sattara, Invertay, Assyria"
1888-08-21,Maghil,0,1,,,,barge,
1888-08-22,Amara,1,1,,,8 tons coal,2 bales through cargo,
1888-08-23,[unspecified],0,1,,,,2 bales  ,cargo from down trip
1888-08-23,Kut,1,0,,,coal,,
1888-08-30,Baghdad,1,0,,,765 bales wool,,631 of the bales are Asfar
1888-09-01,Kut,1,1,,62,"60 cases ghee, coal",62,ghee for Bombay
1888-09-02,Ali Gharbi,0,1,,9,,9,
1888-09-02,Amara,1,1,,54,3 tons coal,54,
1888-09-03,Qurna,0,1,,19,,19,
1888-09-05,Amara,1,0,,,8 tons coala,,
1888-09-06,Kut,1,0,,,5 tons coal,,
1888-09-15,Kut,0,1,,24,,24,
1888-09-16,Amara,0,1,,66,,66,
1888-09-17,Qurna,0,1,,27,,27,
1888-09-19,Amara,1,1,,,8 tons coal,10 bales through cargo,
1888-09-20,Kut,1,0,,,coal,,
1888-09-23,,1,0,,,"total: 160,000 okkas",,
1888-09-24,Azizieh,0,1,,,,telegram to Lynch,
1888-09-27,Baghdad,1,0,,,225 bales wool,,wool of Lynch
1888-09-29,Kut,0,1,,7,,7,
1888-09-30,Ali Gharbi,0,1,,19,,19,
1888-09-30,Amara,1,1,,25,coal,25,
1888-10-01,Qurna,0,1,,5,,5,
1888-10-03,Amara,1,1,,,5 tons coal,5 bales through cargo,
1888-10-10,Baghdad,1,0,,,"2000 skins dates, river cargo",,
1888-10-11,Baghdad,1,0,,,"180,000 okkas total",,
1888-10-16,Kut,0,1,,133,,133,
1888-10-17,Ali Gharbi,0,1,,9,,9,
1888-10-17,Amara,1,1,,79,coal,79,
1888-10-18,Qurna,0,1,,3,,3,
1888-10-20,Qurna,0,1,,,,steam launch of Jeboory Asfar detached,
1888-10-25,Baghdad,1,0,,,"dates, gum, galls, wool",,
1888-10-30,Kut,0,1,,33,,33,
1888-10-31,Ali Gharbi,0,1,,,,3 conabas,
1888-10-31,Amara,0,1,,129,,129,
1888-10-31,Kalat Salih,0,1,,65,,65,
1888-11-01,Qurna,0,1,,47,,47,
1888-11-03,Amara,0,1,,,,3 bales through cargo,
1888-11-07,Baghdad,1,0,,,"dates, wool",,lots of cargo and no officers bc of Karun venture
1888-11-08,Baghdad,1,0,,,"dates, gallnuts, gum",,
1888-11-14,Kut,0,1,,5,,5,
1888-11-16,Amara,1,1,,91,"66 cases ghee, coal",91,ghee for Bombay
1888-11-21,Gherara,0,1,,,,letters,
1888-11-24,Baghdad,1,0,,,"dates, galls, wool, gum",,"400 skins dates of Blockey, 200 bales wool of Blockey"
1888-11-26,Kut,0,1,,84,,84,
1888-11-26,Amara,1,1,,34,"40 cases ghee, 8 dubbes ghee",34,ghee for Bombay
1888-11-27,Qurna,0,1,,59,,59,
1888-11-29,Basra,0,0,,,,,"cargo of Kilwa, Calder, Mobile"
1888-11-30,Qurna,0,1,,,,6 cases oil,oil of down trip
1888-12-01,Amara,0,1,,134,,134,
1888-12-02,Kut,0,1,,4,,4,
1888-12-08,Kut,1,1,,73,264 bags sesame,73,sesame of Barukh Gorgi
1888-12-09,Ali Gharbi,0,1,,9,,9,
1888-12-09,Amara,1,1,,62,172 cases ghee,62,ghee for Bombay
1888-12-10,Qurna,0,1,,23,,23,
1888-12-12,Basra,0,0,,,,,"cargo of Pemba, Bussorah, King Arthur"
1888-12-12,Maghil,0,1,,,,barge,
1888-12-13,Amara,1,1,,,296 bags rice,20 bales through cargo,
1888-12-14,Ali Gharbi,0,1,,2,,2,
1888-12-21,Azizieh,1,0,,,120 bags wheat,,wheat of Abdulghani Khudayri to London
1888-12-21,Kut,1,1,,86,932 bags sesame and lentils,86,
1888-12-22,Ali Gharbi,0,1,,6,,6,
1888-12-22,Amara,0,1,,62,,62,
1888-12-23,Qurna,0,1,,71,,71,
1888-12-28,Kut,1,0,,,210 paraffin oil,,
1889-01-02,Baghdad,1,0,,,"sesame, dates, gallnuts, gum",,
1889-01-03,Baghdad,0,0,,,,,"45 shipping receipts for through, 57 bills of lading"
1889-01-05,Kut,1,1,,65,"110 bags mash, 912 bags sesame",65,"mash to Bombay, sesame to Basra"
1889-01-06,Ali Gharbi,0,1,,,,2 bags onions,
1889-01-06,Amara,1,1,,53,73 cases ghee,53,ghee to Bombay
1889-01-07,Qurna,0,1,,63,,63,
1889-01-09,Basra,1,0,,,2500 cases sugar,,"cargo of Kilwa, BAghdadi"
1889-01-09,Qurna,0,1,,,,specie,
1889-01-10,Amara,1,0,,,coal,,
1889-01-12,Kut,1,0,,,coal,,
1889-01-16,Baghdad,1,0,,,"dates, wool, gums",,
1889-01-17,Baghdad,1,0,,,"2300 skins dates, wool, gum, mash",,
1889-01-20,Kut,1,1,,59,"685 bags mash, 16 cases ghee",59,ghee to Bombay
1889-01-20,Ali Gharbi,0,1,,3.5,,3.5,
1889-01-21,Amara,1,1,,72,30 cases ghee,72,
1889-01-21,Qurna,0,1,,3,,3,
1889-01-24,Amara,1,0,,,240 bags rice,,
1889-01-31,Baghdad,1,0,,,1400 skins dates,,
1889-02-01,Baghdad,1,0,,,2 horses,,"horses of Mr Dicey and Mr Taylor, free"
1889-02-02,Kut,0,1,,36,,36,
1889-02-02,Ali Gharbi,0,1,,4,,4,
1889-02-02,Amara,1,1,,55,42 cases ghee,55,ghee to Bombay
1889-02-05,Basra,0,0,,,,,"cargo of King Arthur, Pemba"
1889-02-06,Qurna,0,1,,7,,7,
1889-02-06,Amara,1,1,,,"112 bags rice, 60 buffalo hides",119 packages through cargo; 18 other bales,
1889-02-13,Baghdad,1,0,,,"dates, gum, wool",,
1889-02-16,Kut,1,1,,45,451 bags sesame,45,sesame of Abudi Barukh Gorgi for Basra
1889-02-16,Amara,1,1,,46,50 cases ghee,46,ghee to Bombay
1889-02-17,Qurna,0,1,,16,,16,
1889-02-18,Basra,1,0,,,"trip total 117,462 okkas; 10,007.5 piasters",,"cargo of Henry Bulkow, Kilwa"
1889-02-19,Amara,1,1,,90,"135 bags rice, hides",90,
1889-02-20,Ali Gharbi,0,1,,,,5 bales,of down trip
1889-02-21,Kut,1,0,,,coal,,
1889-03-01,Baghdad,1,0,,,"trip total 59,939 okkas; 1751 piasters",,
1889-03-02,Kut,0,1,,37,,37,
1889-03-02,Ali Gharbi,0,1,,22,,22,
1889-03-03,Amara,0,1,,92,,92,
1889-03-03,Qurna,0,1,,13,,13,
1889-03-07,Basra,1,0,,,"trip total 174,375 okkas; 27642.5 piasters",,
1889-03-09,Sheikh Saad,0,1,,,,4 bales,from down trip
1889-03-10,Kut,1,0,,,letters from watchman,,
