date,city,pass-on y/n,pass-off y/n,pass-on #,trip total passengers,pass-off #,notes
1890-05-30,Kut,1,1,1,,18,
1890-05-31,Amara,1,1,7,,29.5,pass-off incl Seyyid Ahmed Efendi; pass-on incl 1C: Neshat Efendi
1890-05-31,Kalat Salih,0,1,,,2,
1890-05-31,Azair,1,0,5.5,,,
1890-06-02,Basra,1,0,151,247,,1C: Ali Bey Zuhayr and wife; wife of Nafiz Bey the mudir of tapu at Basra; Neshat Efendi to Amara; 2C: 3 Turkish women
1890-06-03,Qurna,1,0,2,,,
1890-06-03,Kalat Salih,0,1,,,2,
1890-06-03,Amara,1,1,33,,33,
1890-06-04,below Ali Sharqi,0,1,,,1,
1890-06-04,Ali Gharbi,1,1,2,,1,
1890-06-05,Kut,1,1,60,,19,
1890-06-05,?Baghdad,0,1,,,1,
1890-06-13,Baghdad,1,0,179,196.5,,2C: 2 people
1890-06-14,Kut,1,1,3,,23,
1890-06-14,Ali Gharbi,0,1,,,2,
1890-06-14,Amara,1,1,9,,18,
1890-06-15,Qurna,0,1,,,5,
1890-06-17,Basra,1,0,147.5,206,,
1890-06-18,Kalat Salih,0,1,,,11,
1890-06-18,Amara,1,1,35.5,,14,
1890-06-19,Kut,1,1,23,,18.5,
1890-06-27,Baghdad,1,0,52.5,,,1C: Mr Delacour engineer
1890-06-27,Gherara,0,1,,,2,Mr Andrews and clerk Mr Bavin
1890-06-27,Kut,1,1,4.5,,10,
1890-06-28,Amara,1,1,9,,10.5,
1890-06-29,Kalat SAlih,0,1,,,4,
1890-06-29,Qurna,0,1,,,1,
1890-07-01,Basra,1,0,203,,,"1C: wife of Abdullah Zuheyr to Baghdad, Zuheyr is on aft upper deck; Jamal Maymany and Selim ibn Dawud Birjoni to Amara; 2C: Attyeh daughter of Haji Salih Pacaci"
1890-07-01,Chebassi Canal,0,1,,,4,"Rufail, Rezooki, 2 sons of Angoorly - in towed boat"
1890-07-02,Kalat Salih,1,1,1,,1,
1890-07-02,Amara,1,1,22,,19,
1890-07-03,Ali Gharbi,1,1,3,,3,
1890-07-03,Kut,1,1,57.5,,10,
1890-07-11,Baghdad,1,0,67,,,2 free to Amara
1890-07-12,Kut,0,1,,,20.5,
1890-07-13,Amara,1,1,16.5,,12.5,"pass-on incl 1C Jamal Maymany, Selim Dawud Birjoni; 2C a woman"
1890-07-15,Basra,1,0,169.5,355.5,,"1C: Mr Dmitry Davorgika and wife daughter of Padwani, Dr Suleyman Ghazala and new wife, Yousif Marine, Mr Foucard new clerk for Darby Andrews; 2C: Suleyman Ghazala's sister Meriam"
1890-07-16,Qurna,0,1,,,3,"officers of ""Arabia"""
1890-07-16,Amara,1,1,146,,13,"pass-on incl 4 free Eliahu, Mir Gorgi, Muhammad Salih Shahbandar; deck mostly ""Maden Arabs"""
1890-07-17,Ali Gharbi,0,1,,,2,
1890-07-17,Kut,1,1,40,,6,
1890-07-25,Baghdad,1,0,52.5,,,"1C: Artin Isai, Abdulqadir bin Haji Ahmed Pacaci free w servant; Abdulaziz Bey bin Qasim Pasha Zuheyr on aft upper deck messing"
1890-07-25,Gherara  ,0,1,,,1,Mr Andrews
1890-07-26,Bghayla,0,1,,,3,
1890-07-26,Kut,1,1,9,,9,
1890-07-27,Sheikh Saad,0,1,,,2,
1890-07-27,Ali Gharbi,1,1,1,,1,
1890-07-27,Amara,1,1,9.5,,10.5,pass-on incl Rushdi Bey mutasarrif of Amara
1890-07-28,Qurna,0,1,,,1,
1890-07-29,Basra,1,0,105,,,"1C: Johnny Dawud Birjoni to Amara, Abdulqadir son of Haji Ahmed Pacaci to Baghdad free"
1890-07-29,Qurna,0,1,,,1,
1890-07-30,Kalat Salih,0,1,,,7,
1890-07-30,Amara,1,1,23.5,,19.5,pass-off incl 2 free custom house employees
1890-07-31,Ali Gharbi,0,1,,,3,
1890-07-31,Sheikh Saad,1,0,2,,,
1890-07-31,Kut,1,1,20,,15.5,loaded/unloaded in boat
1890-07-31,Bghayla,0,1,,,1,
1890-08-08,Baghdad,1,0,95.5,,,"1C: Yousif Marine, Naum Loca, Mr Thomaszian an Armenian to Kut; 2C: clerk of Regie, 2 Jewish women"
1890-08-08,Gherara,0,1,,,8,"pass-off: Eliza, Alexander, Artin, Yousif Georgi Asfar, Johnny Loca, Jeboory Andrea, 2 others"
1890-08-11,Bghayla,0,0,,,,to let passengers buy provisions
1890-08-11,Kut,1,1,21,,26,
1890-08-12,,0,0,,,,
1890-08-13,Amara,1,1,19.5,,41,
1890-08-13,Qurna,0,1,,,1,
1890-08-14,Basra,1,0,64.5,,,1C: Persian Consul of Basra Mirza Hasan Khan to Kut 
1890-08-15,Qurna,1,1,4,,2,
1890-08-15,Kalat Salih,1,1,1,,2,
1890-08-15,Amara,1,1,26,,11,
1890-08-16,Ali Gharbi,1,1,1,,9,
1890-08-16,Kut,1,1,5,,10,
1890-08-22,Baghdad,1,0,106,,,"7-8 Tilkiflies going to Basra working for passage; 1C: Mr Bavin clerk of Andrews, son of Padwani; 2C: Jewish woman"
1890-08-24,Kut,1,1,8,,20,
1890-08-25,Ali Gharbi,1,1,11,,1,
1890-08-25,Amara,1,1,8,,35,
1890-08-27,Basra,1,0,32,,,2C: sister of Rezooki Abdulahad clerk of Lynch Bros
1890-08-28,Amara,1,1,21,,5,
1890-08-29,Ali Gharbi,0,1,,,4,
1890-08-29,Kut,1,1,17,,7,
1890-09-07,Baghdad,1,0,244,,,"2C: 3 people; 8 free incl sister of George Roadnight, servant boy, 3 Tilkiflies, asst pilot of Comet; one Jew and a person to tend horses"
1890-09-09,Bghayla,0,1,,,4,pasengers booked for Kut
1890-09-10,Kut,1,1,9,,21.5,
1890-09-11,Ali Gharbi,1,0,7,,,
1890-09-11,Amara,1,1,7,,28,pass-on incl 1C Ahmed Bey son of Mahd Bey Rubai
1890-09-12,Qurna,0,1,,,8,
1890-09-13,Basra,1,0,82,,,
1890-09-14,Qurna,1,1,4.5,,1,
1890-09-14,Kalat Salih,0,1,,,4,
1890-09-14,Amara,1,1,23,,18,
1890-09-15,Kut,1,1,18,,16,pass-on incl 1C: kaymakam of Hai Hursid Bey
1890-09-21,Baghdad,1,0,119.5,,,"1C: Mahd Jwad son of Abduludir son of Muhammad Husayn Rajab Ali Bey; wife of kaymakam of Qatif; Yasin son of Abdulrezaq Khudayri free; 2C: Turk, Christian engineer; 7 grooms free w horses"
1890-09-23,Kut,1,1,4.5,,26,
1890-09-23,Sheikh Saad,0,1,,,1,
1890-09-23,Ali Gharbi,1,1,1,,1,
1890-09-24,Amara,1,1,7,,21,
1890-09-24,Qurna,0,1,,,1,
1890-09-26,Basra,1,0,49,,,2C: Yousif son of Abdulahad Dallal and his father's wife
1890-09-27,Qurna,1,0,3,,,
1890-09-27,Azair,0,1,,,2,
1890-09-27,Amara,1,1,38.5,,7.5,
1890-09-28,Ali Gharbi,0,1,,,1,
1890-09-28,Sheikh Saad,1,0,1,,,
1890-09-28,Kut,1,1,9,,15,
1890-10-05,Baghdad,1,0,63,,,1C: kaymakam o fHai Hursid Efendi to Kut; Mr Charnand of the Persian Bank
1890-10-06,[Khalifah],0,1,,,1,Mr Charnand going to meet wife
1890-10-07,Kut,1,1,9,,21.5,
1890-10-08,Ali Gharbi,0,1,,,2,
1890-10-08,Amara,1,1,7,,11.5,
1890-10-09,Qurna,0,1,,,3.5,
1890-10-10,Basra,1,0,93,,,"1C: Johnny Birjoni to Amara, 2C: new gunner for Comet, MR Johnstone former capt of ""Ressafah,"" Tilkeflies free deck"
1890-10-11,Kalat Salih,1,1,3,,4,
1890-10-11,Amara,1,1,17,,19.5,
1890-10-12,Ali Gharbi,1,0,4.5,,,
1890-10-12,Kut,1,1,yes,,8,
1890-10-20,Baghdad,1,0,221.5,,,1C: Dr Guth a Hungarian (?)slave in Ottoman service former Russian delegate to sanitary commission; Muscat merchant; Mrs Faragher free; 2C: 5 Indians; 3 grooms for horses free
1890-10-23,Kut,0,1,,,43,
1890-10-23,Ali Gharbi,0,1,,,6,
1890-10-24,Amara,1,1,12,,39.5,
1890-10-24,Qurna,0,1,,,7,
1890-10-26,Basra,1,0,111,,,"1C: Mr Hill English merchant; young Antoine Padnani; 2C: one to Amara, Turkish woman to Baghdad, Lynch tallyman Naum Bahoshi; 3 others free for Lynch"
1890-10-26,Qurna,1,1,3,,4,
1890-10-26,Kalat Salih,0,1,,,3,
1890-10-26,Amara,1,1,13,,29.5,
1890-10-27,Kut,1,1,17.5,,2.5,
1890-10-28,Bghayla,0,1,,,2,
1890-11-02,Baghdad,1,0,145.5,,,"1C: Mr Hill, Hannosh Asfar paying deck, Arab of Muscat; 2C: police officer"
1890-11-02,Gherara,0,1,,,2,"Dr Mejid Beiruti, Mariam wife of Suleyman Bistani/sister of Yousif Serpos"
1890-11-03,Kut,1,1,11,,31.5,
1890-11-04,Amara,1,1,9,,26.5,
1890-11-05,Qurna,0,1,,,25,
1890-11-07,Basra,1,0,151,,,"1C: wife of Qasim Pasha Zuheyr w another woman; 4 women of Ahmed son of Haji Abdulwahid Mubarak; 2 clerks for Mr Livingstone Baghdad agent of D Sassoon Mr Blunsum and Mr Salomon Jew of Baghdad; 2C: Abdulmuhsin son of Qasim Zuheyr, Ahmed son of Abdulwahid, his friends"
1890-11-08,Azair,1,0,4,,,
1890-11-08,Kalat Salih,0,1,,,5,
1890-11-08,Amara,1,1,34,,22,
1890-11-09,Kut,1,1,12.5,,15,
1890-11-10,Brenij,1,0,5,,,"Henry, Henry's daughter Louisa, Alice niece, Mr Hanis American consul, Mr Bottomley of Lynch office"
1890-11-10,[Khali],0,1,,,5,"Henry, Henry's daughter Louisa, Alice niece, Mr Hanis American consul, Mr Bottomley of Lynch office"
1890-11-16,Baghdad,1,0,176.5,,,"1C: Mr Andrews, Dr Constantinide of Kermanshah quarantine, Jewish wife of Shaul Akerib, 2 Turkish women family of Hursid Bey kaymakam of Hai; 2C: wife of apothecary of Comet and her mother Mrs Bao, Yousif Abdulahad and his mother in law"
1890-11-17,Kut,1,1,10,,61.5,
1890-11-18,Amara,1,1,10,,38,
1890-11-21,Basra,1,0,150.5,,,"1C: Shekoory Abud, Ali Bey Zuheyr and mother and wife, Abdulaziz Zuheyr, Georgi Feros keeper of Greek hotel in Baghdad; 2C: Felix Tonietti, customs mudir of Amara free w man; Shekoory Abdulaziz and George messing at table"
1890-11-22,Azair,0,1,,,4,
1890-11-22,Amara,1,1,22,,23,"pass-on incl wali basra Hidayat Pasha free w six followers, belem"
1890-11-22,Safha creek,0,1,,,7,wali Basra and 6 followers
1890-11-23,Kut,1,1,7,,6,
1890-11-24,[Khalifah],1,0,1,,,Tom Tartt the 3rd engineer
1890-11-30,Baghdad,1,0,104.5,,,"1C: Marosha wife of Naum Loca, her sister Eliza, Jewish woman wife of Yousif Azar Levy clerk of Jeboory Asfar; 2C: two women family of head of Basra police Muhammad Efendi, Jew going to Bombay"
1890-12-01,Bghayla,0,1,,,5,
1890-12-02,Kut,1,1,12,,15,
1890-12-02,Amara,1,1,13,,27,
1890-12-03,Qurna,0,1,,,1,
1890-12-05,Basra,1,0,135.5,,,1C: Aga Cafer son of Abduluchi son of Aga Muhammad Husayn Efendi; Ruez Jeza brother of Osman Efendi; wC: 2 Jews
1890-12-06,Kalat Salih,0,1,,,7.5,
1890-12-06,Amara,1,1,15.5,,15.5,
1890-12-07,Kut,1,1,11,,6,
1890-12-08,[Khalifah],1,0,3,,,3 Jews coming to meet a friend free
1890-12-14,Baghdad,1,0,99.5,,,"1C: Miss A Wilson, Haji Hamad al-Asafi, Artin Megherditch the sandik/lawyer, Abudi Gorgi free; 2C: 4 Muslims"
1890-12-16,Kut,1,1,10,,39.5,
1890-12-17,Amara,1,1,12,,6,pass-on incl 1C: Rushdi Pasha
1890-12-18,Qurna,0,1,,,4,
1890-12-18,Kteban,0,1,,,11,Fahad Pasha's son and men
1890-12-19,Basra,1,0,97,,,"1C: Mr Andrews, Mustafa Efendi (Turk); 4 deck free"
1890-12-20,Kalat Salih,0,1,,,7,
1890-12-20,Amara,1,1,31,,23,pass-on incl 2C: Mahd (Mehmed?) Salih Shahbandar free
1890-12-21,Ali Gharbi,0,1,,,2,
1890-12-21,Kut,1,1,22,,13,pass-on incl free hamal-bashi of custom house
1890-12-29,Baghdad,1,0,99,,,"1C: MR Andrews, Haji Jawad; 2C: 4 Jews, 1 Armenian "
1891-01-01,Kut,1,1,7,,31,
1891-01-02,Amara,1,1,10,,14,
1891-01-03,Qurna,0,1,,,8,
1891-01-05,Basra,1,0,117,,,"1C: mudir of 6 contribution Abdulla Wahbi Bey w 2 Turksih ladies, his controller German Mr Frirz Bucher Baucevich, Neddy cousin of George Roadnight, Ali Efendi Basra merchant; 2C: 3 Arabs of Basra"
1891-01-05,Qurna,0,1,,,17,"Lieut Stratten English consul Basra, Mr Wilson, 15 men, 4 belems"
1891-01-06,Kalat Salih,0,1,,,10,
1891-01-06,Amara,1,1,14.5,,19,
1891-01-06,Ali Gharbi,0,1,,,1,
1891-01-07,Sheikh Saad,0,1,,,4,
1891-01-07,Kut,1,1,20.5,,9,pass-on incl on hatch Mr Thomasian employee of 6 contribution and Ali Bey Turk - both wanted 1C but no cabins
1891-01-12,Bahgdad,1,0,107.5,,,"1C: Afghan through, Jew, Muslim woman wife of son of mufti of Basra; 2C: Isak Ferrani; sister of Rezooki Abdulahad Lynch clerk free"
1891-01-13,Kut,1,1,1,,18,
1891-01-14,Amara,1,1,21,,8.5,
1891-01-14,Azair,0,1,,,11.5,Persian Jews
1891-01-16,Basra,1,0,66,,,1C: Indian Nawab w 3 women; 2C: one Jew
1891-01-17,Azair,1,0,10.5,,,
1891-01-17,Amara,1,1,21,,12.5,
1891-01-18,Kut,1,1,16,,9,
1891-01-25,Baghdad,1,0,68,,,1C: Mr Parisi to Cple; Muhammad Amin (a Muslim); 2C: 2 people
1891-01-25,[Khalifah],0,1,,,2,"Mr Budge, Mr Bottomly"
1891-01-26,Kut,1,1,10,,10,
1891-01-27,Amara,1,1,24,,12,pass-on incl 1C: 1 Turk
1891-01-27,Qurna,0,1,,,2,
1891-01-29,Basra,1,0,119.5,,,"1C: Ma Mere Exuperie (head nun?), Mr Hotz, 5 Indian men and women through; 2C: 8.5 through Indians; 64 deck Indians through"
1891-01-29,Kalat Salih,0,1,,,3,
1891-01-29,Amara,1,1,18,,5,
1891-01-30,Ali Gharbi,0,1,,,2,
1891-01-30,Kut,0,1,,,10,
1891-02-01,[Khalifah],1,0,1,,,new engineer Mr Currie
1891-02-08,Baghdad,1,0,85,,,"1C: Mr Hotz, 2 women mother and sister of Ali Bey son of Qasim Pasha Zuheyr; 2C: 4 Indians"
1891-02-09,Kut,0,1,,,20.5,
1891-10-23,Baghdad,1,0,218,,,2C: 2 Indians
1891-10-24,Kut,1,0,18.5,,,
1891-10-24,Sheikh Saad,0,1,,,4,
1891-10-25,Amara,1,1,18.5,,68,
1891-10-26,Qurna,0,1,,,6,
1891-10-28,Basra,1,0,134,,,1C: MRs Oxby clerk of MR Charnand manager of Persian imperial bank in Baghdad; 2C: 2 people [typo or actual woman clerk?]
1891-10-28,Qurna,1,0,5,,,
1891-10-29,Kalat Salih,0,1,,,1,
1891-10-29,Amara,1,1,23,,19,pass-on incl 1 free charity case (?unusual)
1891-10-30,Ali Gharbi,0,1,,,4,
1891-10-30,Sheikh Saad,1,0,1,,,
1891-10-30,Kut,0,1,,,1,
1891-10-03,Bghayla,0,1,,,1,
1891-11-06,Baghdad,1,0,303.5,321.5,,"1C: Col Tweedie free; Mr Richarz, Indian tent furnisher Adamjee Persebhoy, Pere Marie Joseph; 2C: one Jew; Andrea Gort German free"
1891-11-08,Kut,1,1,18.5,,31,
1891-11-08,Ali Gharbi,0,1,,,9,
1891-11-09,Amara,1,1,9.5,,54.5,
1891-11-09,Qurna,0,1,,,16,
1891-11-10,Kteban,0,1,,,1,Fahad Pasha's son
1891-11-12,Basra,1,0,300.5,,,"1C: Mr Tartt free, MR Thomas D. Cree new clerk for Blockey; 2 Indians; 2C: Leddeh Indian merchant free; another Indian"
1891-11-12,Kteban,1,0,5,,,Fahad Pasha 1C plus servants
1891-11-12,Qurna,0,1,,,2,
1891-11-13,Kalat Salih,0,1,,,2,
1891-11-13,Amara,1,1,37,,36.5,
1891-11-14,Ali Gharbi,0,1,,,2,
1891-11-14,Kut,1,1,15,,12,
1891-11-22,Baghdad,1,0,219,,,"1C: Arif Efendi, Tookyeh; 2C: 3 Jews, 1 Greek; free 20 Tilkeflies and blacksmiths to work on Mejidieh and Khalifah"
1891-11-22,Gherara,0,1,,,10,"Mr Clarke, Livingstone, Blumsen, Bottomleym Eliza, Alexander, Johnny, Artin, Terrooza, Shekoory Sayegh"
1891-11-24,Kut,1,1,27.5,,35,pass-off incl 4 free - old and new mudirs of Kut customs house and 2 men w them
1891-11-24,Ali Gharbi,1,1,3,,3,
1891-11-25,Amara,1,1,9,,55.5,pass-off incl free Ahmed el-Molla
1891-11-26,Basra,1,0,209.5,,,"1C: Haji Ali Efendi of customs house and wife, one other Muslims; 2C: 6 Indians"
1891-11-28,Amara,1,1,38,,14,
1891-11-30,Kut,1,1,22,,10,
1891-12-07,Baghdad,1,0,154.5,,,"1C: MRs Lubiez, Mr Andrews paying deck, Haji Muhammad Said Karadar free; 2C: 3 people"
1891-12-07,Gherara,0,1,,,2,Yousif Ghorghis Tessy and man
1891-12-08,Azizieh,0,1,,,1,booked to Kut
1891-12-08,Bghayla,0,1,,,2,
1891-12-08,Kut,1,1,13,,20,
1891-12-09,Ali Gharbi,0,1,,,2,
1891-12-09,Amara,1,1,14,,25.5,
1891-12-10,Azair,0,1,,,1,
1891-12-10,Qurna,0,1,,,2,
1891-12-13,Basra,1,0,224,304,,"2C: 5 Indians, 2.5 others"
1891-12-13,Azair,1,0,1,,,
1891-12-14,Kalat Salih,1,1,1,,5,
1891-12-14,Amara,1,1,54.5,,20,pass-on incl 1C Reis Belediye of Amara Muhammad Abdulwahid
1891-12-15,Ali Gharbi,0,1,,,4,
1891-12-15,Kut,1,1,23,,11,
1891-12-24,Baghdad,1,0,121,,,1C: Mr Hodgson English missionary; 2C: 2 'natives'
1891-12-26,Kut,1,1,14,,18,
1891-12-27,Ali Gharbi,0,1,,,2,
1891-12-27,Amara,1,1,22.5,,21,
1891-12-28,Qurna,0,1,,,2,
1891-12-30,Basra,1,0,259,,,"1C: Arif Bey mufettish of seniye free, Khalid Bey Zuheyr w 2 women, Muhammad Jafir ibn Abdulnabi w woman; 2C: Pere Marie Joseph, 5 companions of Khaled Bey Zuheyr and Aga Jaffer"
1891-12-31,Qurna,1,0,4,,,
0189-12-31,Kalat Salih,0,1,,,5,
1892-01-01,Amara,1,1,23,,29,
1892-01-02,Ali Gharbi,0,1,,,1,booked to Kut
1892-01-02,Kut,1,1,45,,22,"pass-on incl 1C: Rassan Bey Mir Liwa (Ottoman officer) w family, servants"
1892-01-15,Baghdad,1,0,124.5,,,1C: Mr Mackie clerk of Darby Andrews; Arab of Basra Khalaf Chelebi; Haji Abdulghani Khudayri free w companion Ali Gehef; 2C: 5 incl Ledda Indian merchant free
1892-01-17,Kut,1,1,13,,25,
1892-01-18,Sheikh Saad,0,1,,,1,
1892-01-18,Ali Gharbi,1,1,1,,1,
1892-01-18,Amara,1,1,18,,20,
1892-01-19,Kalat Salih,1,0,2,,,
1892-01-19,Qurna,0,1,,,4,
1892-01-21,Basra,1,0,216.5,,,"1C: Dr Shore for Baghdad Residency, Artin Isai; 2C: 6 incl telegraph mudir of Amara, 1 Persian"
1892-01-21,Qurna,1,0,3.5,,,
1892-01-22,Kalat Salih,0,1,,,12,
1892-01-22,Amara,1,1,21,,18,pass-on incl 1C: 3 Jews free
1892-01-23,Ali Gharbi,0,1,,,2,
1892-01-23,Kut,1,1,20,,7,
1892-02-04,Baghdad,1,0,138,,,"1C: Abdulrahman Thneyan free; 2C: Abdulahan Shuker (Christian) free; 8 free deck incl Polus engineer of Lynch wool press, Vertan Armenian clerk of Lynch, 3 masons to build wool press storerooms at Amara, 2 carpenters for Mejidieh"
1892-02-05,Kut,1,1,5,,32,
1892-02-05,Amara,1,1,10,,26,pass-off incl 5 Lynch men for wool press
1892-02-06,Kalat Salih,0,1,,,2,
1892-02-08,Basra,1,0,225.5,,,"1C: Jew Yousif Sumaykh free; also free in cabins but 2nd mate Mr Thompson, new engineer for Khalifah, Yousif John Gorgi; 2C: 4 Indians"
1892-02-09,Qurna,1,1,1,,3,
1892-02-09,Kalat Salih,1,1,1,,1,
1892-02-09,Amara,1,1,48,,8,"pass-on incl 1C: family of Yousif Bey Mir Liwa of Muntafiq 2 women 2 children; 2C: Muhammad Salih Said Shahbandar free, Polus of Lynch wool press"
1892-02-10,Kut,1,1,18.5,,14,
1892-02-11,Bghayla,0,1,,,1,
1892-02-17,Baghdad,1,0,138,,,"1C: Mr Pears young lawyer, Mr Price English traveler, Haji Ibrahim son of Haji Abdulwahid and friend, Persian, woman, Jew; 2C: 2 Muslims"
1892-02-17,Bghayla,0,1,,,3,
1892-02-18,Abu Dukar [transfer w Mejidieh],0,0,,,,"pass-on Mejidieh incl 1C: Rushdi Bey free, Rushdi' Bey's boy (paying), Ragheb Bey Mudir of Maarif in Baghdad"
1892-02-25,Baghdad,1,0,249,,,"1C: Rushdi Pasha and friend, Mr Muir, MR Grandjean French manager of Persian Ban kof Baghdad, Mr Evans and MR Duffield of Tobacco Regie (Persian tobacco monopoly?), Dr Suleyman Ghazala, Wahby Bey of Turkish Tobacco Regie last two on quarter deck messing; 2C: KHaled Bey Zuheyr and 3 women; 3 grooms free, 2 women free "
1892-02-26,Bghayla,0,1,,,1,
1892-02-26,Kut,1,1,4,,28,
1892-02-27,Amara,1,1,14,,19,
1892-02-28,Kalat Salih,1,0,4,,,
1892-02-28,Qurna,0,1,,,2,
1892-03-01,Basra,1,0,400.5,,,"1C: Major Jennings Basra consul, Mr Townby from Persia, Mr Zemmer young American missionary, Alfred Holland; 2C: 3 Indians and Persians; 13 free deck 5 blacksmiths, ?3 Persians of Shushter, 2 men of Darby Andrews, 1 Tilkifli"
1892-03-02,Qurna,0,1,,,1,
1892-03-02,Kalat Salih,1,1,3,,2,pass-on Falih ibn Sayhud and men; pass-off men for Talia wife of late Shaykh Wadi
1892-03-02,Amara,1,1,26,,24,pass-on incl 4.5 free Vartan Lynch clerk and masons
1892-03-03,Ali Gharbi,1,0,3,,,pass-on custom house clerks free
1892-03-03,Kut,1,1,27.5,,2,
1892-03-14,Baghdad,1,0,189.5,,,"1C: MR Zewmer American missionary, 1 Muslim; 2C: 1 Armenian but in 1C cabin, apothecary of Residency sepoys and supedar, Yousif John Gorgi, 2 Jews Yousif Shentob and another both free"
1892-03-15,Kut,1,1,2,,27.5,
1892-03-15,Ali Gharbi,0,1,,,1,
1892-03-16,Amara,1,1,10,,30.5,
1892-03-16,Qurna,0,1,,,6,
1892-03-18,Basra,1,0,288.5,,,"1C: American minister of Tehran Mr Beale, American consul Mr Fox, Russians Naron de Nolde officer in royal guard, Count de Kreitz, Belzig, Mr Dicey of Lynch; 2C Jew Munshi, Artin Apikyan"
1892-03-19,Azair,1,0,2,,,
1892-03-19,Kalat Salih,0,1,,,2,
1892-03-19,Amara,1,1,34.5,,19,
1892-03-20,Kut,1,1,29,,11,
1892-03-22,Bostan,0,1,,,Europeans,
1892-03-22,Ctesiphon,1,0,Europeans,,,
1892-03-30,Baghdad,1,0,246.5,,,"1C: Hannosh Asfar free,Madame Mongel (engineer's wife), 8 Persian Shushterli women free - 30 deck w them free; 2C: one missionary, 1 Persian, 1 Turkish woman to Kut"
1892-03-31,Kut,1,1,6,,35,
1892-03-31,Ali Gharbi,0,1,,,3,
1892-03-31,[Blosse Lynch],0,1,,,6,Jews going to meet a friend of theirs coming up
1892-03-31,Amara,1,1,6,,12.5,
1892-04-01,Azair,0,1,,,3.5,
1892-04-01,Qurna,0,1,,,3,
1892-04-03,Basra,1,0,209.5,,,"1C: Ma Mere Exuperie; Yousif Shentob free, Capt of Brisk free"
1892-04-03,Maghil,1,0,7,,,free blacksmiths
1892-04-03,Azair,1,0,2.5,,,
1892-04-04,Amara,1,1,27,,5,"pass-on incl 6 free - 2C 3 Jews, 3 men deck w them"
1892-04-05,Kut,1,1,3,,2,
1892-04-07,Gherara,0,1,,,"some deckmen, passengers",
1892-04-20,Baghdad,1,0,307,,,"1C: Mr Cowper English traveler, Herbert J Coninghan lieut of Leicester Regiment, Mr Fritz Buchner Baucevitch and MR Sevian both of Regie, Abdulkerim son of Haji Dervish Ali and servant free; 2C: 3 people; 40 soldiers deck to Kut"
1892-04-21,Kut,1,1,6,,62.5,"pass-off incl 40 soldiers, 2 officers"
1892-04-21,Ali Gharbi,1,1,1,,2,
1892-04-21,Amara,1,1,17,,16,
1892-04-22,Kalat Salih,1,1,26,,1,pass-on are armed Zaptiyes
1892-04-22,Azair,0,0,,,,
1892-04-22,Qurna,0,1,,,32.5,pass-off incl the 26 soldiers
1892-04-24,Basra,1,0,195.5,,,"1C: 5 Persians incl 4 children, Mr Bedfort postmaster, Naum Loca w wife, Mr Keddel to Amara; 2C: 2 Persians, 1 Xian boy son of Nessory Toma Khayet, Selim Birjdoni to Amara messing"
1892-04-25,Qurna,1,0,16,,,zaptiye escort
1892-04-25,Kalat Salih,1,1,3,,19,pass-off 3 pass + 16 zaptiyehs
1892-04-25,Amara,1,1,20,,26,
1892-04-26,Ali Gharbi,0,1,,,1,
1892-04-27,Kut,1,1,17,,6,
1892-04-28,[Khalifah],1,0,2,,,"Mr Clarke, Mr Tartt"
1892-05-06,Baghdad,1,0,218,,,"1C: 5 women family of Abdulghani and Kaduri Khudayri free to Amara; Mr Bradford superintendant of post offices w 2 servants free, MR Lyle clerk of Grey Mackenzie paid deck servnat free, Bertie Blockey paying deck, Mr Livingstone brother of agent of Sassoon paying; 2C: Artin Kasperkhan to Amara, 4 Indians; also 9 Mosulis free to Amara for wool press"
1892-05-06,Gherara,0,1,,,yes,
1892-05-07,Kut,1,1,5,,14,
1892-05-07,Ali Gharbi,1,1,6,,3,
1892-05-07,Amara,1,1,31.5,,30,"pass-off incl Artin, 9 Mosulis; pass-on incl 10 zaptiye guard to Kalat Salih"
1892-05-08,Kalat Salih,1,0,26,,,soldiers
1892-05-08,Azair,0,1,,,5,Jews  
1892-05-08,Qurna,0,1,,,26,soldiers
1892-05-10,Basra,1,0,249.5,,,"1C: Mr Gunning clerk of Grey Mackenzie, Mr De Vries clerk of Hotz both paying deck; 2C: 1 Jew; 6 deck free"
1892-05-11,Qurna,1,0,17,,,zaptiye escrot
1892-05-11,Azair,1,0,5,,,
1892-05-11,Kalat Salih,0,1,,,17,zaptiyes off
1892-05-11,Amara,1,1,31.5,,18,pass-on incl 1C: Col Haji Shukr Aga commander of Amara garrison been relieved
1892-05-12,Ali Gharbi,0,1,,,3,
1892-05-12,Kut,1,1,17,,8,
1892-05-22,Baghdad,1,0,301,,,"1C: Dr Luitz, 1 Persian, 2 clerks Mr Gunnigns of Grey Mackenzie and Mr De Vries; 2C: Mr Nicols Calothi, Persian woman"
1892-05-22,Bghayla,0,1,,,2,
1892-05-22,Kut,1,1,6,,25,
1892-05-23,Amara,1,1,10,,30,pass-on soldiers free to Kalat Salih
1892-05-24,Kalat Salih,1,1,10,,13,"pass-off 10 soldiers, 3 officers; pass-on ten zaptiyes"
1892-05-24,Azair,0,1,,,13,
1892-05-26,Basra,1,0,392.5,,,"1C: Mr Andrews paying deck, wife of Selman Ghazala quarantine dr, Miriam sister of Selman Ghazala, Selman Ghazala himself paying 1.5 deck"
1892-05-27,Qurna,1,0,17,,,pass-on incl 10 zaptiyes
1892-05-27,Azair,0,1,,,6.5,
